model,"model parameters, B",language,tokens_used_lape_tokenizer,lang_specific_neurons,lang_specific_neurons_pct,vocab_size,total_words_used,common_tokens_budget,fertility_tokens_per_word,unique_tokens,unique_token_fraction,num_unique_chars,num_non_ascii_chars,shared_en_token_count,shared_en_token_fraction,shared_ru_token_count,shared_ru_token_fraction,shared_turkish_token_count,shared_turkish_token_fraction,chars_per_token_mean,chars_per_token_std,n_questions_subset,MeanTokenNLL_mean,MeanTokenNLL_std,SequenceNLL_mean,SequenceNLL_std,MeanTokenEntropy_mean,MeanTokenEntropy_std,RAUQ_mean,RAUQ_std,Focus_mean,Focus_std,lexical_similarity_mean,lexical_similarity_std,degmat_mean,degmat_std,eigvallaplacian_mean,eigvallaplacian_std,eccentricity_mean,eccentricity_std,eccentricity_infs_cnt,subset_accuracy,total_questions,total_correct,total_n_unparseable,total_accuracy,n_unseen,unseen_accuracy
Qwen2.5-14B-Instruct,14,turkish,31837,1075,0.162,151665,11770,31993,2.704927782,2993,0.01973428279,116,27,530,0.177079853,135,0.04510524557,2993,1,2.972202155,2.296747065,145,0.098938,0.099929,4.206381,6.249199,0.204633,0.193751,1.561388,0.13447,4.087221,2.912152,-0.45962,0.305331,0.334563,0.234327,2.744371,0.242873,16.986529,21.60221,1,66.9,945,624,19,66.03,800,65.88
Qwen2.5-14B-Instruct,14,uyghur-arabic,31815,2954,0.445,151665,6247,31993,5.092844565,554,0.003652787393,152,75,135,0.2436823105,96,0.1732851986,139,0.2509025271,2.399874273,1.078178713,145,0.132246,0.164608,7.293674,10.668847,0.300012,0.37316,1.636647,0.186087,4.469004,2.791772,-0.543339,0.325964,0.404168,0.258992,2.597731,0.392972,35.009532,31.201106,1,21.38,519,159,88,30.64,374,34.22
Qwen2.5-14B-Instruct,14,uyghur-latin,31807,1112,0.168,151665,10049,31993,3.165190566,1645,0.01084627304,117,51,398,0.2419452888,101,0.06139817629,748,0.4547112462,2.296852894,1.147861143,145,0.174399,0.178852,10.394782,11.677268,0.390864,0.406901,1.665025,0.200424,6.106061,3.749494,-0.556895,0.372687,0.435181,0.301635,2.493377,0.480124,41.865953,35.292217,3,37.24,519,193,29,37.19,374,37.17
Qwen2.5-14B-Instruct,14,uzbek-latin,31771,1319,0.199,151665,9734,31993,3.263920279,2296,0.0151386279,109,23,580,0.2526132404,145,0.0631533101,956,0.4163763066,2.144345472,1.10986125,145,0.090461,0.108208,4.133647,7.141328,0.17573,0.221307,1.548377,0.133927,3.942895,3.194899,-0.454151,0.324697,0.323236,0.257246,2.730268,0.296214,27.61614,28.784957,3,40.69,735,274,40,37.28,590,36.44
Qwen2.5-14B-Instruct,14,uzbek-cyrillic,31890,1328,0.2,151665,8194,31993,3.891872102,1068,0.007041835625,159,84,154,0.1441947566,733,0.686329588,165,0.154494382,2.867513327,1.708537973,145,0.198788,0.151512,10.557983,10.721506,0.408353,0.330695,1.678617,0.199093,6.469002,3.948996,-0.663963,0.290301,0.51951,0.246995,2.416527,0.447153,44.589906,34.548226,7,38.62,735,257,94,34.97,590,34.07
model,"model parameters, B",language,tokens_used_lape_tokenizer,lang_specific_neurons,lang_specific_neurons_pct,vocab_size,total_words_used,common_tokens_budget,fertility_tokens_per_word,unique_tokens,unique_token_fraction,num_unique_chars,num_non_ascii_chars,shared_en_token_count,shared_en_token_fraction,shared_ru_token_count,shared_ru_token_fraction,shared_turkish_token_count,shared_turkish_token_fraction,chars_per_token_mean,chars_per_token_std,n_questions_subset,MeanTokenNLL_mean,MeanTokenNLL_std,SequenceNLL_mean,SequenceNLL_std,MeanTokenEntropy_mean,MeanTokenEntropy_std,RAUQ_mean,RAUQ_std,Focus_mean,Focus_std,lexical_similarity_mean,lexical_similarity_std,degmat_mean,degmat_std,eigvallaplacian_mean,eigvallaplacian_std,eccentricity_mean,eccentricity_std,eccentricity_infs_cnt,subset_accuracy,total_questions,total_correct,total_n_unparseable,total_accuracy,n_unseen,unseen_accuracy
GigaChat3-10B-A1.8B,10,azerbaijani,31895,365,0.157,128012,9322,31913,3.421476078,1813,0.01416273474,115,29,478,0.2636514065,131,0.0722559294,783,0.4318808605,1.984825208,1.01920259,220,0.288725,0.241904,1.609936,1.890973,0.626429,0.450237,1.536205,0.184856,3.776829,2.519496,-0.713884,0.206908,0.603647,0.18688,2.354768,0.368275,49.266908,21.948774,106,53.18,735,386,78,52.52,515,52.23
GigaChat3-10B-A1.8B,10,crimean-tatar-latin,31638,364,0.156,128012,9802,31913,3.227708631,2358,0.01842014811,107,18,618,0.262086514,147,0.06234096692,1009,0.4279050042,2.259877363,1.204627111,220,0.231153,0.15059,5.605323,6.69962,0.581131,0.324723,1.694196,0.140285,5.971565,3.612458,-0.861419,0.182144,0.673485,0.169399,2.093298,0.481342,44.608362,34.789739,43,45,380,172,37,45.26,160,45.62
GigaChat3-10B-A1.8B,10,crimean-tatar-cyrillic,31889,488,0.209,128012,10065,31913,3.168306011,2574,0.02010748992,149,69,139,0.054001554,955,0.371017871,140,0.05439005439,3.830568535,2.684496532,220,0.278427,0.223368,5.313641,7.22902,0.720233,0.476304,1.700527,0.20509,8.047074,4.042678,-0.869691,0.125512,0.706462,0.127535,2.029453,0.458466,55.690047,28.581448,66,32.73,380,143,122,37.63,160,44.38
GigaChat3-10B-A1.8B,10,english,31861,915,0.393,128012,21352,31913,1.492178719,5261,0.04109770959,106,16,5261,1,243,0.04618893746,534,0.1015016157,4.068516368,2.836070622,220,0.149845,0.119266,2.660092,2.882979,0.297368,0.198645,1.527924,0.194784,3.260008,1.744026,-0.599398,0.258224,0.471963,0.207425,2.597327,0.295704,25.823085,23.262787,15,83.18,2157,1760,54,81.59,1937,81.41
GigaChat3-10B-A1.8B,10,karakalpak,31913,429,0.184,128012,9511,31913,3.355377983,2260,0.01765459488,122,39,567,0.2508849558,124,0.05486725664,865,0.3827433628,2.199166484,1.228654522,220,0.320265,0.268102,1.457766,1.07826,0.750949,0.521218,1.507135,0.201737,4.72813,2.549679,-0.720968,0.217195,0.624819,0.196031,2.31065,0.383578,53.957441,24.566829,99,40.91,240,98,17,40.83,20,40
GigaChat3-10B-A1.8B,10,kazakh-cyrillic,31879,900,0.386,128012,12766,31913,2.497180009,4104,0.03205949442,184,95,163,0.03971734893,774,0.1885964912,153,0.03728070175,4.357821764,4.136888992,220,0.305989,0.220026,3.551443,2.863753,0.752396,0.438005,1.682593,0.156504,4.989661,3.41044,-0.804995,0.209099,0.626443,0.195117,2.220271,0.479807,42.37129,32.522756,51,62.27,944,549,89,58.16,724,56.91
GigaChat3-10B-A1.8B,10,kazakh-latin,31873,391,0.168,128012,9190,31913,3.468226333,1940,0.01515482923,122,32,547,0.2819587629,139,0.07164948454,744,0.3835051546,2.024221128,1.027320405,220,0.253721,0.201531,1.488902,1.88732,0.55398,0.355934,1.506037,0.193654,4.399023,2.83903,-0.739182,0.180374,0.633363,0.162167,2.319769,0.357598,54.731288,17.334517,88,44.09,944,417,114,44.17,724,44.2
GigaChat3-10B-A1.8B,10,russian,31884,808,0.347,128012,17427,31913,1.829574798,6721,0.05250289035,152,72,243,0.03615533403,6721,1,135,0.02008629668,7.083396061,6.068515042,220,0.26227,0.230701,1.210167,1.90303,0.582114,0.391294,1.353297,0.29217,3.117097,2.465168,-0.539869,0.297691,0.454982,0.256566,2.565125,0.375569,38.221052,19.426499,64,78.64,2157,1616,50,74.92,1937,74.5
GigaChat3-10B-A1.8B,10,tatar,31738,452,0.194,128012,10039,31913,3.161470266,2344,0.01831078336,166,81,153,0.06527303754,893,0.3809726962,149,0.0635665529,3.589797719,2.793727735,220,0.386261,0.2803,1.939749,2.348339,0.862723,0.519861,1.536808,0.226306,5.34624,3.283701,-0.75435,0.193736,0.624039,0.174959,2.274023,0.432453,49.507276,20.376067,98,58.64,839,455,117,54.23,619,52.67
GigaChat3-10B-A1.8B,10,turkish,31600,425,0.182,128012,8144,31913,3.880157171,2015,0.01574071181,111,22,534,0.2650124069,135,0.06699751861,2015,1,2.179240506,1.481862684,220,0.304875,0.219332,1.508401,1.357997,0.611831,0.355174,1.454542,0.266114,3.407207,2.011183,-0.661773,0.250411,0.548267,0.214147,2.456541,0.358603,39.464949,21.59006,80,55.45,945,533,57,56.4,725,56.69
GigaChat3-10B-A1.8B,10,uyghur-arabic,31721,730,0.313,128012,6394,31913,4.961057241,632,0.004937037153,157,79,138,0.2183544304,109,0.1724683544,128,0.2025316456,2.468396331,1.33216782,220,0.345706,0.277826,3.026697,5.26888,0.860114,0.572341,1.599548,0.217067,6.13941,2.697941,-0.811444,0.18987,0.704339,0.170524,2.024512,0.49534,59.567738,22.180081,117,26.36,519,149,131,28.71,299,30.43
GigaChat3-10B-A1.8B,10,uyghur-latin,31847,452,0.194,128012,10579,31913,3.010397958,1832,0.01431115833,117,51,443,0.2418122271,103,0.05622270742,658,0.3591703057,2.419945364,1.286596425,220,0.292019,0.255909,3.975629,5.493102,0.758187,0.595293,1.654159,0.215912,7.882501,3.522453,-0.847133,0.15078,0.708082,0.147469,2.01297,0.469391,58.98797,22.956529,104,35,519,183,75,35.26,299,35.45
GigaChat3-10B-A1.8B,10,uzbek-latin,31891,577,0.248,128012,13043,31913,2.445066319,3899,0.03045808205,115,26,638,0.1636317004,167,0.04283149526,904,0.2318543216,2.858424007,2.081709566,220,0.315891,0.212162,4.718993,5.364004,0.804683,0.491428,1.696629,0.190142,6.126355,4.507893,-0.830764,0.181831,0.676406,0.1704,2.083944,0.499095,46.208109,30.517972,65,39.09,735,266,123,36.19,515,34.95
GigaChat3-10B-A1.8B,10,uzbek-cyrillic,31857,494,0.212,128012,11944,31913,2.667196919,3083,0.02408367966,168,88,163,0.0528705806,903,0.2928965294,174,0.0564385339,4.22924318,3.471654778,220,0.363123,0.288656,2.914085,3.865354,0.821043,0.558271,1.633489,0.169854,5.931117,3.39726,-0.815995,0.184215,0.682739,0.173973,2.115321,0.460406,52.208539,24.653546,89,31.36,735,232,152,31.56,515,31.65
Llama-3.3-70B-Instruct,70,azerbaijani,31151,3773,0.164,128256,9927,31221,3.138007454,2299,0.01792508733,115,29,520,0.226185298,189,0.08220965637,1040,0.4523705959,2.174825848,1.256966442,129,0.078729,0.083203,1.133317,1.674501,0.25256,0.274208,1.522714,0.097409,2.542306,1.11796,-0.430331,0.302321,0.323436,0.237015,2.761836,0.234878,25.755621,23.672142,9,70.54,735,508,19,69.12,606,68.81
Llama-3.3-70B-Instruct,70,crimean-tatar-latin,31178,2322,0.101,128256,10609,31221,2.938825525,2862,0.02231474551,107,18,620,0.2166317261,196,0.06848357792,1293,0.4517819706,2.467316698,1.485549556,129,0.127632,0.113119,2.128675,1.920357,0.422939,0.388997,1.57599,0.117013,3.277003,1.501419,-0.581135,0.268408,0.432907,0.212754,2.641403,0.271468,21.578597,22.173806,9,55.81,380,202,23,53.16,251,51.79
Llama-3.3-70B-Instruct,70,crimean-tatar-cyrillic,31182,2450,0.107,128256,8299,31221,3.757320159,1561,0.01217097056,144,67,189,0.1210762332,1051,0.6732863549,175,0.1121076233,3.256205503,1.78644119,129,0.07525,0.071988,1.788927,1.993648,0.200876,0.169753,1.551039,0.108457,3.449265,1.60237,-0.528198,0.28712,0.400294,0.234589,2.665171,0.288773,25.548061,24.504988,9,58.14,380,215,8,56.58,251,55.78
Llama-3.3-70B-Instruct,70,english,31083,1661,0.072,128256,21719,31221,1.431143239,5460,0.04257110778,106,16,5460,1,331,0.06062271062,557,0.102014652,4.242865875,2.907534138,129,0.058254,0.0377,2.815052,2.223332,0.117164,0.070525,1.611265,0.041162,3.561855,0.744287,-0.395255,0.184665,0.313303,0.141224,2.825366,0.111865,4.984054,3.137354,0,90.7,2157,1881,18,87.2,2028,86.98
Llama-3.3-70B-Instruct,70,karakalpak,31221,3343,0.146,128256,9511,31221,3.282620124,2442,0.01904004491,122,39,582,0.2383292383,173,0.07084357084,1059,0.4336609337,2.247910061,1.21862516,129,0.165662,0.13324,1.690558,2.398671,0.443576,0.327915,1.471626,0.248,3.316048,2.073647,-0.642096,0.260879,0.532858,0.219832,2.47338,0.359898,39.108867,22.879845,26,52.71,240,135,8,56.25,111,60.36
Llama-3.3-70B-Instruct,70,kazakh-cyrillic,31099,3390,0.148,128256,7090,31221,4.386318759,1368,0.01066616766,168,88,225,0.1644736842,843,0.6162280702,197,0.144005848,2.475192128,1.672120577,129,0.056008,0.05264,1.810315,2.109432,0.142374,0.132615,1.588055,0.054764,3.538609,1.018163,-0.53159,0.294539,0.380761,0.217626,2.687165,0.308961,21.155025,24.419072,2,68.99,944,637,25,67.48,815,67.24
Llama-3.3-70B-Instruct,70,kazakh-latin,31172,2944,0.128,128256,9536,31221,3.268875839,2326,0.01813560379,123,33,581,0.2497850387,207,0.08899398108,891,0.383061049,2.14740793,1.109362118,129,0.118227,0.09824,2.755697,5.572485,0.305845,0.255309,1.529215,0.136722,3.079907,2.530784,-0.540085,0.31154,0.445994,0.254048,2.572334,0.369698,38.659333,29.566132,21,52.71,944,463,50,49.05,815,48.47
Llama-3.3-70B-Instruct,70,russian,30729,3399,0.148,128256,12838,31221,2.393597134,3491,0.0272189995,149,71,331,0.09481523919,3491,1,180,0.05156115726,5.405317453,3.939073102,129,0.114861,0.050131,6.998237,3.218946,0.273019,0.111445,1.681005,0.050755,4.691602,1.118387,-0.648468,0.201465,0.532942,0.152229,2.542863,0.233923,17.956678,28.506269,2,87.6,2157,1809,61,83.87,2028,83.63
Llama-3.3-70B-Instruct,70,tatar,31082,2780,0.121,128256,7166,31221,4.337426737,1344,0.01047904192,162,79,196,0.1458333333,925,0.6882440476,182,0.1354166667,2.571005727,1.929000959,129,0.059786,0.048762,1.986682,1.893998,0.145394,0.109991,1.590595,0.056651,3.97016,1.493065,-0.598279,0.290059,0.425851,0.225764,2.639198,0.296134,20.206696,25.984494,6,71.32,839,557,71,66.39,710,65.49
Llama-3.3-70B-Instruct,70,turkish,31115,6440,0.281,128256,10352,31221,3.005699382,3111,0.02425617515,115,26,557,0.1790421086,180,0.05785920926,3111,1,2.789683432,2.144096271,129,0.115084,0.086025,3.778513,3.692163,0.309658,0.238669,1.640355,0.099689,4.037347,1.87013,-0.665512,0.23497,0.494239,0.18566,2.564572,0.296817,24.667636,29.19354,6,76.74,945,717,15,75.87,816,75.74
Llama-3.3-70B-Instruct,70,uyghur-arabic,31128,5162,0.225,128256,5362,31221,5.805296531,653,0.005091379741,146,71,167,0.2557427259,128,0.1960183767,169,0.258805513,2.097018761,1.310636962,129,0.088875,0.101879,1.800826,1.511103,0.235568,0.262367,1.583184,0.084587,4.419614,1.762417,-0.621619,0.275247,0.495888,0.224836,2.497627,0.377102,33.206111,26.369098,26,41.86,519,261,43,50.29,390,53.08
Llama-3.3-70B-Instruct,70,uyghur-latin,31128,2853,0.124,128256,10049,31221,3.097621654,1804,0.01406561876,117,51,437,0.2422394678,148,0.08203991131,746,0.4135254989,2.34695451,1.170290214,129,0.103019,0.10819,2.034904,1.943434,0.283004,0.349696,1.593528,0.077651,4.636496,1.884112,-0.606641,0.299798,0.459359,0.234972,2.565347,0.348767,25.070072,28.856384,7,41.09,519,242,8,46.63,390,48.46
Llama-3.3-70B-Instruct,70,uzbek-latin,31189,2942,0.128,128256,9855,31221,3.164789447,2542,0.01981973553,109,23,641,0.2521636507,208,0.08182533438,1005,0.3953579858,2.215364391,1.129921118,129,0.089365,0.078963,1.603518,1.615806,0.198499,0.150398,1.545993,0.106497,3.628148,1.757404,-0.539195,0.289224,0.407276,0.232409,2.667107,0.276058,27.642375,24.340471,14,48.06,735,351,36,47.76,606,47.69
Llama-3.3-70B-Instruct,70,uzbek-cyrillic,31069,3435,0.15,128256,8296,31221,3.745057859,1456,0.01135229541,159,84,225,0.154532967,931,0.6394230769,210,0.1442307692,2.978821333,1.840089595,129,0.178609,0.165672,0.718973,0.441654,0.446878,0.372354,1.332835,0.223158,2.40403,1.299441,-0.47824,0.246778,0.392772,0.215188,2.702156,0.275281,38.030413,16.551984,21,48.06,735,341,38,46.39,606,46.04
Qwen3.5-35B-A3B,35,azerbaijani,31399,205,1.001,248077,10156,31405,3.091669949,2270,0.00915038476,115,29,416,0.1832599119,122,0.05374449339,1184,0.5215859031,2.20876461,1.382999295,138,0.15567,0.085048,6.222245,5.119205,0.393653,0.195362,1.678735,0.08874,5.398578,2.539498,-0.794649,0.232666,0.597426,0.194717,2.334575,0.390745,33.947348,35.834169,5,74.64,735,582,32,79.18,597,80.23
Qwen3.5-35B-A3B,35,crimean-tatar-latin,31178,205,1.001,248077,10163,31405,3.067794942,2791,0.01125053915,107,18,508,0.1820136152,131,0.04693658187,1429,0.5120028664,2.372153442,1.471663075,138,0.186259,0.17429,6.162661,7.593789,0.495699,0.416184,1.695411,0.139982,6.302112,3.073355,-0.755384,0.242314,0.5722,0.209195,2.352442,0.427188,28.229179,33.466876,5,75.36,380,273,17,71.84,242,69.83
Qwen3.5-35B-A3B,35,crimean-tatar-cyrillic,31352,205,1.001,248077,8651,31405,3.624089701,1861,0.0075017031,146,67,123,0.06609349812,997,0.5357334766,134,0.07200429876,3.393531513,2.145534325,138,0.19345,0.147472,9.932614,9.692702,0.523685,0.372296,1.730019,0.151456,6.450806,3.66764,-0.790241,0.227636,0.595734,0.207233,2.252566,0.53878,35.055459,36.683035,4,74.64,380,276,15,72.63,242,71.49
Qwen3.5-35B-A3B,35,english,31233,205,1.001,248077,20796,31405,1.501875361,5196,0.02094510978,106,16,5196,1,210,0.04041570439,486,0.0935334873,4.038164762,2.954425144,138,0.112947,0.071587,4.219594,4.248801,0.24145,0.143615,1.590226,0.122552,3.818257,2.365827,-0.586657,0.244124,0.456035,0.188819,2.655222,0.195318,17.371724,22.126325,0,96.38,2157,2023,21,93.79,2019,93.61
Qwen3.5-35B-A3B,35,karakalpak,31405,205,1.001,248077,9511,31405,3.301966144,2450,0.00987596593,122,39,479,0.1955102041,110,0.04489795918,1019,0.4159183673,2.234739691,1.282847601,138,0.213084,0.134252,9.88833,7.926941,0.570695,0.333933,1.748248,0.125561,7.295379,3.374313,-0.864946,0.171978,0.671085,0.155314,2.125124,0.452965,44.327957,38.728658,10,60.87,240,144,14,60,102,58.82
Qwen3.5-35B-A3B,35,kazakh-cyrillic,31304,205,1.001,248077,8365,31405,3.742259414,1519,0.006123098877,169,88,136,0.08953258723,786,0.517445688,150,0.09874917709,2.900332226,2.048239723,138,0.129032,0.069262,6.682906,4.74916,0.315251,0.156482,1.665802,0.075807,5.158774,1.92897,-0.773717,0.217402,0.582085,0.191829,2.363035,0.406861,29.73576,35.223107,2,81.88,944,721,36,76.38,806,75.43
Qwen3.5-35B-A3B,35,kazakh-latin,31334,205,1.001,248077,8970,31405,3.493199554,2165,0.008727129077,122,32,449,0.2073903002,124,0.05727482679,893,0.4124711316,2.009414693,1.133484332,138,0.234049,0.136328,9.112693,8.61755,0.628186,0.349567,1.748189,0.134397,6.476534,3.210888,-0.874407,0.146185,0.693806,0.143816,2.024022,0.516933,50.33089,35.956862,9,69.57,944,638,60,67.58,806,67.25
Qwen3.5-35B-A3B,35,russian,31398,205,1.001,248077,14423,31405,2.17693961,5012,0.02020340459,151,71,210,0.04189944134,5012,1,135,0.02693535515,5.963309765,5.01006959,138,0.140494,0.075815,6.509928,4.520185,0.326298,0.163055,1.671772,0.082118,4.830105,1.891619,-0.737175,0.211989,0.586003,0.16786,2.40589,0.296356,31.785651,36.366533,3,92.03,2157,1960,35,90.87,2019,90.79
Qwen3.5-35B-A3B,35,tatar,31384,205,1.001,248077,8462,31405,3.708815883,1614,0.006506044494,164,81,135,0.08364312268,882,0.5464684015,148,0.0916976456,3.03205455,2.276939845,138,0.131839,0.071574,7.232298,4.978753,0.336107,0.170621,1.67111,0.074596,5.633654,2.304053,-0.792353,0.225636,0.599653,0.192707,2.33632,0.368298,40.770306,38.219667,2,78.26,839,657,48,78.31,701,78.32
Qwen3.5-35B-A3B,35,turkish,31380,205,1.001,248077,12128,31405,2.587401055,3601,0.01451565441,116,27,486,0.1349625104,135,0.03748958623,3601,1,3.111695347,2.381246963,138,0.209732,0.096974,8.610541,6.18131,0.497912,0.217115,1.718641,0.101156,6.041505,2.700336,-0.846964,0.154553,0.653997,0.134264,2.24856,0.348143,42.0902,39.638863,3,87.68,945,810,16,85.71,807,85.38
Qwen3.5-35B-A3B,35,uyghur-arabic,31233,205,1.001,248077,6247,31405,4.999679846,661,0.002664495298,152,75,130,0.1966717095,96,0.1452344932,137,0.2072617247,2.444593859,1.295612098,138,0.161731,0.192655,3.989231,3.702667,0.347529,0.35619,1.593306,0.137293,6.034095,2.40255,-0.758839,0.233038,0.625265,0.189871,2.250478,0.449967,38.681757,32.785022,20,77.54,519,407,25,78.42,381,78.74
Qwen3.5-35B-A3B,35,uyghur-latin,31325,205,1.001,248077,10232,31405,3.061473808,1846,0.007441238003,117,51,354,0.1917659805,93,0.05037919827,760,0.4117009751,2.374461293,1.309591165,138,0.25834,0.232809,5.595228,8.199007,0.632716,0.471811,1.639702,0.18542,6.756806,3.120475,-0.764617,0.221634,0.640696,0.188517,2.190193,0.50559,52.151523,33.757171,26,71.74,519,368,31,70.91,381,70.6
Qwen3.5-35B-A3B,35,uzbek-latin,31238,205,1.001,248077,9734,31405,3.209163756,2527,0.01018635343,109,23,531,0.2101305896,141,0.05579738821,962,0.3806885635,2.180933478,1.246300849,138,0.166622,0.116605,8.077595,5.101584,0.392939,0.206648,1.699489,0.078495,6.489789,2.895594,-0.872455,0.132361,0.681123,0.126274,2.168851,0.357177,44.6789,39.466142,12,56.52,735,446,60,60.68,597,61.64
Qwen3.5-35B-A3B,35,uzbek-cyrillic,31390,205,1.001,248077,8919,31405,3.519452853,1646,0.006635036702,160,84,143,0.08687727825,855,0.5194410693,160,0.09720534629,3.157247531,2.096586387,138,0.180641,0.1233,7.851172,5.612089,0.432753,0.244123,1.70182,0.092549,7.184045,3.058468,-0.868376,0.166016,0.684881,0.149791,2.093989,0.431141,49.29047,41.107163,15,60.14,735,447,92,60.82,597,60.97
